time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-06T12:55:24.810Z,35.8966675,-117.7268295,3.58,3.22,ml,50,37,0.09059,0.2,ci,ci38463439,2019-07-06T21:00:25.571Z,"17km ESE of Little Lake, CA",earthquake,0.18,0.62,0.255,20,reviewed,ci,ci
2019-07-06T12:50:27.760Z,35.9345,-117.7235,2.63,2.81,ml,24,43,0.07786,0.14,ci,ci38463383,2019-07-06T13:01:27.760Z,"16km E of Little Lake, CA",earthquake,0.22,0.45,0.173,26,automatic,ci,ci
2019-07-06T12:49:39.220Z,35.6026649,-117.3945007,7.08,3.2,ml,43,80,0.05748,0.25,ci,ci38463375,2019-07-06T23:14:40.910Z,"18km S of Trona, CA",earthquake,0.3,0.76,0.284,22,reviewed,ci,ci
2019-07-06T12:48:42.950Z,35.8536682,-117.6715012,7.78,3.06,ml,43,39,0.07104,0.21,ci,ci38463359,2019-07-07T00:44:05.325Z,"23km ESE of Little Lake, CA",earthquake,0.23,0.77,0.204,21,reviewed,ci,ci
2019-07-06T12:47:03.241Z,69.8463,-15.9508,10,4.3,mb,,56,2.144,0.89,us,us70004cm4,2019-07-06T13:11:22.040Z,"238km ESE of Ittoqqortoormiit, Greenland",earthquake,6.2,1.9,0.067,63,reviewed,us,us
2019-07-06T12:45:45.500Z,35.8761667,-117.7066667,2.39,2.84,ml,27,51,0.08239,0.21,ci,ci38463311,2019-07-06T12:56:06.780Z,"19km ESE of Little Lake, CA",earthquake,0.3,0.5,0.208,25,automatic,ci,ci
2019-07-06T12:44:38.610Z,35.855,-117.6801667,9.13,2.46,ml,19,65,0.07775,0.17,ci,ci38463279,2019-07-06T12:48:31.839Z,"22km ESE of Little Lake, CA",earthquake,0.35,0.79,0.155,25,automatic,ci,ci
2019-07-06T12:40:46.010Z,35.9020004,-117.6558304,7.31,3.29,ml,43,41,0.05533,0.24,ci,ci38463223,2019-07-06T20:59:00.098Z,"23km E of Little Lake, CA",earthquake,0.25,0.68,0.276,17,reviewed,ci,ci
2019-07-06T12:40:31.180Z,35.816,-117.641,6.53,2.73,ml,27,48,0.03535,0.14,ci,ci38463215,2019-07-06T12:50:55.010Z,"22km N of Ridgecrest, CA",earthquake,0.21,0.49,0.227,26,automatic,ci,ci
2019-07-06T12:37:04.350Z,35.9355,-117.701,1.47,2.82,ml,12,118,0.08059,0.22,ci,ci38463175,2019-07-06T12:40:49.678Z,"18km E of Little Lake, CA",earthquake,0.42,0.76,0.115,27,automatic,ci,ci
2019-07-06T12:36:47.200Z,35.8701667,-117.6895,3.04,2.66,ml,17,68,0.09239,0.21,ci,ci38463167,2019-07-06T12:40:29.657Z,"21km ESE of Little Lake, CA",earthquake,0.32,1.6,0.13,26,automatic,ci,ci
2019-07-06T12:36:30.380Z,35.618,-117.4376678,8.1,2.97,ml,56,40,0.03725,0.19,ci,ci38463159,2019-07-07T00:44:11.364Z,"17km S of Searles Valley, CA",earthquake,0.18,0.66,0.295,25,reviewed,ci,ci
2019-07-06T12:35:50.250Z,35.8268333,-117.6596667,7.55,2.72,ml,14,107,0.05171,0.12,ci,ci38463151,2019-07-11T19:29:53.697Z,"23km N of Ridgecrest, CA",earthquake,0.28,0.56,0.195,12,reviewed,ci,ci
2019-07-06T12:34:52.650Z,35.7345,-117.5453333,3.44,2.68,ml,26,58,0.0915,0.23,ci,ci38463135,2019-07-10T20:14:56.327Z,"13km WSW of Searles Valley, CA",earthquake,0.33,1.26,0.139,25,automatic,ci,ci
2019-07-06T12:29:19.930Z,35.8074989,-117.5936661,6.51,3.5,ml,51,43,0.008797,0.23,ci,ci38463087,2019-07-07T12:30:52.098Z,"18km WNW of Searles Valley, CA",earthquake,0.2,0.6,0.174,16,reviewed,ci,ci
2019-07-06T12:28:27.610Z,35.7791667,-117.5973333,2.89,2.46,ml,21,60,0.0365,0.17,ci,ci38463079,2019-07-06T12:32:22.595Z,"18km W of Searles Valley, CA",earthquake,0.31,0.42,0.168,25,automatic,ci,ci
2019-07-06T12:23:29.020Z,35.8981667,-117.7051667,8.23,2.6,ml,26,42,0.09196,0.17,ci,ci38463015,2019-07-06T12:34:15.230Z,"19km ESE of Little Lake, CA",earthquake,0.26,0.76,0.16,25,automatic,ci,ci
2019-07-06T12:21:50.581Z,69.8876,-15.4505,10,4.4,mb,,49,2.294,0.79,us,us70004cl8,2019-07-06T13:02:44.040Z,"255km ESE of Ittoqqortoormiit, Greenland",earthquake,7.8,1.9,0.076,50,reviewed,us,us
2019-07-06T12:20:59.070Z,35.7599983,-117.5814972,7.74,3.54,mlr,62,43,0.05713,0.16,ci,ci38463007,2019-07-07T12:22:29.850Z,"16km W of Searles Valley, CA",earthquake,0.15,0.55,0.181,16,reviewed,ci,ci
2019-07-06T12:20:16.240Z,35.7541667,-117.577,8.89,2.76,ml,28,56,0.06366,0.16,ci,ci38462999,2019-07-06T12:31:10.440Z,"16km W of Searles Valley, CA",earthquake,0.24,0.65,0.203,25,automatic,ci,ci
2019-07-06T12:13:28.170Z,35.9261665,-117.7058334,2.02,2.73,ml,32,47,0.08505,0.17,ci,ci38462935,2019-07-06T12:17:12.249Z,"18km E of Little Lake, CA",earthquake,0.23,0.37,0.411,14,automatic,ci,ci
2019-07-06T12:12:35.730Z,35.7818333,-117.5891667,8.6,3.03,ml,12,147,0.03451,0.13,ci,ci38462927,2019-07-07T02:49:03.571Z,"17km W of Searles Valley, CA",earthquake,0.39,0.81,0.165,74,reviewed,ci,ci
2019-07-06T12:12:13.400Z,35.8186667,-117.6576667,4.24,2.59,ml,23,48,0.04898,0.2,ci,ci38462919,2019-07-06T12:22:56.460Z,"22km N of Ridgecrest, CA",earthquake,0.35,0.72,0.266,25,automatic,ci,ci
2019-07-06T12:09:51.390Z,35.7363333,-117.5441667,6.79,2.79,ml,28,58,0.09033,0.18,ci,ci38462895,2019-07-06T12:20:46.670Z,"13km WSW of Searles Valley, CA",earthquake,0.27,0.82,0.193,25,automatic,ci,ci
2019-07-06T12:09:02.950Z,35.9021667,-117.7446667,0.84,2.59,ml,24,35,0.07572,0.29,ci,ci38462887,2019-07-06T12:19:49.430Z,"15km ESE of Little Lake, CA",earthquake,0.41,0.74,0.151,25,automatic,ci,ci
2019-07-06T12:05:21.400Z,35.7879982,-117.6278305,7.39,3.28,ml,26,52,0.03707,0.18,ci,ci38462847,2019-07-06T20:56:07.189Z,"19km NNE of Ridgecrest, CA",earthquake,0.31,0.78,0.233,19,reviewed,ci,ci
2019-07-06T12:04:59.420Z,35.8861667,-117.731,5.13,3.48,mlr,28,33,0.08219,0.21,ci,ci38462839,2019-07-07T12:06:28.220Z,"17km ESE of Little Lake, CA",earthquake,0.31,1.54,0.189,26,reviewed,ci,ci
2019-07-06T12:04:08.020Z,35.7571667,-117.5691667,6.62,2.47,ml,20,84,0.06283,0.14,ci,ci38462831,2019-07-06T12:07:54.913Z,"15km W of Searles Valley, CA",earthquake,0.25,0.66,0.172,27,automatic,ci,ci
2019-07-06T12:03:49.780Z,35.7471667,-117.5731667,7.91,2.52,ml,26,57,0.07123,0.21,ci,ci38462823,2019-07-06T12:07:34.911Z,"15km W of Searles Valley, CA",earthquake,0.33,1.06,0.178,25,automatic,ci,ci
2019-07-06T11:58:25.390Z,36.118,-117.8563333,3.02,2.45,ml,18,54,0.001264,0.14,ci,ci38462743,2019-07-06T12:02:11.986Z,"12km NE of Coso Junction, CA",earthquake,0.29,0.59,0.159,25,automatic,ci,ci
2019-07-06T11:57:14.110Z,35.8481667,-117.6896667,4.91,2.9,ml,25,46,0.07279,0.23,ci,ci38462727,2019-07-06T12:08:19.430Z,"22km ESE of Little Lake, CA",earthquake,0.38,0.73,0.155,25,automatic,ci,ci
2019-07-06T11:56:20.120Z,35.9103333,-117.7421667,2.89,2.52,ml,21,51,0.07264,0.18,ci,ci38462703,2019-07-06T12:00:15.270Z,"15km E of Little Lake, CA",earthquake,0.28,0.64,0.147,27,automatic,ci,ci
2019-07-06T11:54:54.020Z,35.8998333,-117.7351667,1.72,3.22,ml,35,42,0.08326,0.16,ci,ci38462687,2019-07-06T22:57:23.893Z,"16km ESE of Little Lake, CA",earthquake,0.12,0.22,0.14,30,reviewed,ci,ci
2019-07-06T11:53:08.060Z,35.8964996,-117.734169,1.76,4.12,mw,58,35,0.09123,0.17,ci,ci38462679,2019-07-07T11:55:55.854Z,"16km ESE of Little Lake, CA",earthquake,0.17,0.33,,6,reviewed,ci,ci
2019-07-06T11:52:26.830Z,35.734333,-117.5386658,6.02,2.62,ml,33,59,0.09428,0.19,ci,ci38462663,2019-07-06T11:56:25.119Z,"13km WSW of Searles Valley, CA",earthquake,0.28,1.2,0.56,14,automatic,ci,ci
2019-07-06T11:51:11.620Z,35.8693333,-117.8106667,8.21,2.93,ml,12,80,0.07115,0.23,ci,ci38462647,2019-07-06T11:55:04.608Z,"11km SE of Little Lake, CA",earthquake,0.72,1.6,0.188,27,automatic,ci,ci
2019-07-06T11:50:42.960Z,35.9055,-117.7195,6.3,2.47,ml,20,60,0.09094,0.22,ci,ci38462631,2019-07-06T11:54:29.603Z,"17km ESE of Little Lake, CA",earthquake,0.35,1.07,0.126,28,automatic,ci,ci
2019-07-06T11:50:09.860Z,35.6143333,-117.5973333,9.2,2.69,ml,21,62,0.1136,0.21,ci,ci38462623,2019-07-06T11:53:57.149Z,"7km E of Ridgecrest, CA",earthquake,0.32,0.98,0.211,26,automatic,ci,ci
2019-07-06T11:46:16.120Z,35.7046667,-117.5068333,1.53,2.71,ml,24,61,0.1234,0.21,ci,ci38462567,2019-07-06T20:54:29.594Z,"12km SW of Searles Valley, CA",earthquake,0.3,0.75,0.142,26,automatic,ci,ci
2019-07-06T11:45:11.460Z,35.8344994,-117.6654968,4.46,3.35,ml,43,37,0.05834,0.15,ci,ci38462559,2019-07-06T19:35:19.274Z,"24km N of Ridgecrest, CA",earthquake,0.19,0.47,0.224,19,reviewed,ci,ci
2019-07-06T11:44:36.640Z,35.9233322,-117.6498337,7.59,2.61,ml,20,110,0.04097,0.3,ci,ci38462551,2019-07-06T11:48:24.181Z,"23km E of Little Lake, CA",earthquake,0.59,1.63,0.204,25,automatic,ci,ci
2019-07-06T11:43:42.290Z,35.644,-117.4975,6.41,2.49,ml,21,85,0.06418,0.16,ci,ci38462535,2019-07-06T11:54:47.770Z,"16km SSW of Searles Valley, CA",earthquake,0.27,0.83,0.226,26,automatic,ci,ci
2019-07-06T11:40:52.660Z,35.8751667,-117.704,2.13,2.72,ml,26,49,0.08285,0.21,ci,ci38462487,2019-07-06T20:53:55.489Z,"20km ESE of Little Lake, CA",earthquake,0.28,0.47,0.143,25,automatic,ci,ci
2019-07-06T11:39:38.942Z,-18.3429,176.3464,10,4.9,mb,,85,1.729,0.98,us,us70004cip,2019-07-06T13:00:17.040Z,"128km WSW of Nadi, Fiji",earthquake,10,1.9,0.063,80,reviewed,us,us
2019-07-06T11:37:26.170Z,35.907,-117.7116667,1.69,2.59,ml,25,42,0.09374,0.2,ci,ci38462439,2019-07-06T11:48:35.040Z,"18km E of Little Lake, CA",earthquake,0.29,0.51,0.135,25,automatic,ci,ci
2019-07-06T11:34:51.880Z,35.5699997,-117.4018326,5.83,2.66,ml,50,34,0.05189,0.17,ci,ci38462391,2019-07-06T11:45:35.010Z,"22km S of Trona, CA",earthquake,0.19,0.45,0.273,24,automatic,ci,ci
2019-07-06T11:31:09.900Z,35.9249992,-117.7020035,1.38,3.17,ml,46,35,0.0821,0.18,ci,ci38462351,2019-07-07T00:44:57.331Z,"18km E of Little Lake, CA",earthquake,0.18,0.34,0.26,23,reviewed,ci,ci
2019-07-06T11:25:15.410Z,35.7036667,-117.5015,1.09,2.8,ml,24,82,0.1212,0.23,ci,ci38462311,2019-07-06T11:36:14.450Z,"11km SW of Searles Valley, CA",earthquake,0.36,0.71,0.179,26,automatic,ci,ci
2019-07-06T11:24:21.470Z,35.8961667,-117.7281667,4.14,2.57,ml,24,37,0.09,0.17,ci,ci38462295,2019-07-06T11:35:19.270Z,"17km ESE of Little Lake, CA",earthquake,0.27,0.69,0.161,25,automatic,ci,ci
2019-07-06T11:23:10.030Z,35.8673333,-117.695,7.36,2.55,ml,25,71,0.08163,0.15,ci,ci38462279,2019-07-06T11:26:58.295Z,"21km ESE of Little Lake, CA",earthquake,0.23,0.76,0.179,26,automatic,ci,ci
2019-07-06T11:18:03.300Z,35.6866684,-117.5414963,1.5,2.95,ml,53,45,0.119,0.35,ci,ci38462207,2019-07-07T00:45:03.347Z,"14km ENE of Ridgecrest, CA",earthquake,0.27,0.65,0.185,22,reviewed,ci,ci
2019-07-06T11:16:25.280Z,35.9021667,-117.7355,1.76,2.46,ml,16,55,0.08167,0.26,ci,ci38462183,2019-07-06T11:20:29.269Z,"16km ESE of Little Lake, CA",earthquake,0.43,0.77,0.08,6,automatic,ci,ci
2019-07-06T11:15:20.780Z,35.6463318,-117.4651642,-0.2,3.68,mw,50,38,0.05975,0.17,ci,ci38462175,2019-07-07T11:16:42.929Z,"15km SSW of Searles Valley, CA",earthquake,0.16,0.34,,4,reviewed,ci,ci
2019-07-06T11:15:13.150Z,35.8758333,-117.6998333,6.67,2.9,ml,13,72,0.08544,0.09,ci,ci38462167,2019-07-06T11:19:09.258Z,"20km ESE of Little Lake, CA",earthquake,0.2,0.5,0.054,6,automatic,ci,ci
2019-07-06T11:11:41.910Z,35.8926659,-117.7146683,1.7,3.03,ml,26,142,0.09332,0.24,ci,ci38462111,2019-07-07T00:45:15.893Z,"18km ESE of Little Lake, CA",earthquake,0.42,0.51,0.208,29,reviewed,ci,ci
2019-07-06T11:11:19.730Z,35.8953333,-117.704,5.73,2.56,ml,18,58,0.0923,0.16,ci,ci38462103,2019-07-07T00:45:29.247Z,"19km ESE of Little Lake, CA",earthquake,0.26,1.02,0.117,19,reviewed,ci,ci
2019-07-06T11:10:39.630Z,35.899,-117.725,4.34,2.95,ml,18,59,0.09049,0.17,ci,ci38462095,2019-07-07T00:45:33.620Z,"17km ESE of Little Lake, CA",earthquake,0.27,0.7,0.08,28,reviewed,ci,ci
2019-07-06T11:10:24.050Z,35.922,-117.7081667,1.74,2.84,ml,20,44,0.08748,0.21,ci,ci38462087,2019-07-07T00:45:48.720Z,"18km E of Little Lake, CA",earthquake,0.28,0.5,0.2,25,reviewed,ci,ci
2019-07-06T11:08:16.479Z,-20.9805,169.8075,98.58,5.6,mww,,49,3.314,1.33,us,us70004cgb,2019-07-10T16:27:27.282Z,"168km SSE of Isangel, Vanuatu",earthquake,7.8,6,0.071,19,reviewed,us,us
2019-07-06T11:08:10.750Z,35.9061667,-117.7313333,2.84,2.89,ml,26,45,0.0823,0.17,ci,ci38462071,2019-07-06T11:18:46.830Z,"16km ESE of Little Lake, CA",earthquake,0.23,0.7,0.189,29,automatic,ci,ci
2019-07-06T11:06:43.350Z,35.7926674,-117.6228333,3.7,3.84,mw,57,42,0.03088,0.17,ci,ci38462063,2019-07-08T01:40:54.861Z,"20km NNE of Ridgecrest, CA",earthquake,0.17,0.49,,6,reviewed,ci,ci
2019-07-06T11:06:30.810Z,35.885,-117.7058333,1.92,2.56,ml,18,69,0.09011,0.17,ci,ci38462055,2019-07-06T11:10:17.597Z,"19km ESE of Little Lake, CA",earthquake,0.29,0.44,0.014,2,automatic,ci,ci
2019-07-06T11:06:00.690Z,35.8018333,-117.6275,5.5,2.92,ml,27,52,0.02805,0.17,ci,ci38462047,2019-07-06T11:16:42.130Z,"20km W of Searles Valley, CA",earthquake,0.25,0.8,0.146,25,automatic,ci,ci
2019-07-06T11:02:29.210Z,35.8848333,-117.7318333,8.13,2.66,ml,18,76,0.09491,0.2,ci,ci38462007,2019-07-09T22:41:23.909Z,"17km ESE of Little Lake, CA",earthquake,0.39,1.05,0.142,25,automatic,ci,ci
2019-07-06T11:00:06.530Z,35.8406667,-117.6573333,8.4,2.78,ml,21,59,0.05461,0.2,ci,ci38461999,2019-07-06T11:10:34.780Z,"24km WNW of Searles Valley, CA",earthquake,0.33,0.79,0.127,27,automatic,ci,ci
2019-07-06T10:59:24.200Z,35.8211667,-117.6305,11.24,3.19,ml,20,51,0.02735,0.17,ci,ci38461991,2019-07-09T15:56:30.230Z,"21km WNW of Searles Valley, CA",earthquake,0.27,0.56,0.127,83,reviewed,ci,ci
2019-07-06T10:57:54.180Z,35.769,-117.5985,8.98,2.54,ml,25,70,0.04665,0.17,ci,ci38461975,2019-07-06T11:08:27.000Z,"18km W of Searles Valley, CA",earthquake,0.32,0.66,0.172,26,automatic,ci,ci
2019-07-06T10:55:23.890Z,35.668499,-117.5313339,7.02,2.45,ml,30,75,0.09933,0.2,ci,ci38461951,2019-07-06T10:59:16.961Z,"14km ENE of Ridgecrest, CA",earthquake,0.31,0.86,0.27,25,automatic,ci,ci
2019-07-06T10:52:31.140Z,35.6765,-117.5236667,8.14,2.61,ml,22,78,0.1028,0.16,ci,ci38461927,2019-07-06T11:03:14.690Z,"15km SW of Searles Valley, CA",earthquake,0.25,1.01,0.115,26,automatic,ci,ci
2019-07-06T10:52:08.240Z,35.7266667,-117.5233333,0.33,2.62,ml,23,76,0.1074,0.26,ci,ci38461919,2019-07-06T11:03:09.630Z,"12km WSW of Searles Valley, CA",earthquake,0.4,31.61,0.151,26,automatic,ci,ci
2019-07-06T10:51:40.310Z,35.6483333,-117.435,2.43,2.61,ml,23,97,0.06556,0.23,ci,ci38461911,2019-07-06T10:55:12.911Z,"14km SSW of Searles Valley, CA",earthquake,0.44,0.85,0.111,28,automatic,ci,ci
2019-07-06T10:50:46.620Z,35.8631668,-117.7088318,7.44,3.51,ml,44,50,0.07102,0.22,ci,ci38461903,2019-07-07T10:51:48.692Z,"20km ESE of Little Lake, CA",earthquake,0.24,0.69,0.226,18,reviewed,ci,ci
2019-07-06T10:50:30.380Z,35.85,-117.6748333,4.81,2.6,ml,22,47,0.07153,0.13,ci,ci38461895,2019-07-06T10:54:22.903Z,"23km ESE of Little Lake, CA",earthquake,0.19,0.43,0.187,8,automatic,ci,ci
2019-07-06T10:49:48.610Z,35.9248352,-117.7026672,1.12,3.47,ml,30,46,0.08266,0.19,ci,ci38461887,2019-07-06T20:51:11.003Z,"18km E of Little Lake, CA",earthquake,0.28,0.43,0.248,4,reviewed,ci,ci
2019-07-06T10:48:24.400Z,35.5776672,-117.3730011,3.59,4.04,mw,69,27,0.05305,0.14,ci,ci38461879,2019-07-07T10:51:40.831Z,"21km S of Trona, CA",earthquake,0.16,0.59,,6,reviewed,ci,ci
2019-07-06T10:45:06.450Z,35.8965,-117.6621667,9.54,2.93,ml,31,63,0.05218,0.32,ci,ci38461815,2019-07-07T02:46:25.310Z,"22km ESE of Little Lake, CA",earthquake,0.44,0.75,0.148,85,reviewed,ci,ci
2019-07-06T10:43:30.600Z,35.8983345,-117.7269974,3.68,2.98,ml,31,37,0.08952,0.17,ci,ci38461807,2019-07-09T22:35:02.899Z,"17km ESE of Little Lake, CA",earthquake,0.28,0.74,0.26,24,reviewed,ci,ci
2019-07-06T10:41:26.380Z,35.8856659,-117.6983337,7.01,3.19,ml,27,63,0.09299,0.18,ci,ci38461783,2019-07-06T20:50:47.619Z,"20km ESE of Little Lake, CA",earthquake,0.31,0.67,0.218,25,automatic,ci,ci
2019-07-06T10:40:24.670Z,35.6730003,-117.5513306,1.15,3.4,ml,60,44,0.1128,0.2,ci,ci38461775,2019-07-06T19:34:14.119Z,"13km ENE of Ridgecrest, CA",earthquake,0.17,0.41,0.199,21,reviewed,ci,ci
2019-07-06T10:38:31.310Z,35.9111671,-117.7333298,5.28,2.95,ml,30,45,0.07837,0.11,ci,ci38461743,2019-07-07T00:47:30.486Z,"16km E of Little Lake, CA",earthquake,0.22,0.88,0.215,5,reviewed,ci,ci
2019-07-06T10:37:27.910Z,35.6108322,-117.3811646,-0.83,3.82,mw,53,34,0.07036,0.37,ci,ci38461735,2019-07-07T10:38:59.551Z,"17km S of Trona, CA",earthquake,0.33,0.68,,4,reviewed,ci,ci
2019-07-06T10:37:09.190Z,35.8838348,-117.6971664,3.09,3.13,ml,31,61,0.09311,0.14,ci,ci38461727,2019-07-07T00:47:45.219Z,"20km ESE of Little Lake, CA",earthquake,0.21,0.76,0.38,27,reviewed,ci,ci
2019-07-06T10:36:10.610Z,35.6829987,-117.5230026,1.17,3.1,ml,39,61,0.1083,0.16,ci,ci38461719,2019-07-07T00:47:55.421Z,"14km SW of Searles Valley, CA",earthquake,0.18,0.35,0.22,28,reviewed,ci,ci
2019-07-06T10:35:18.100Z,35.5565,-117.3561667,9.21,3.36,ml,11,109,0.03221,0.17,ci,ci38461703,2019-07-09T22:28:54.232Z,"23km S of Trona, CA",earthquake,0.45,0.75,0.174,130,reviewed,ci,ci
2019-07-06T10:35:14.290Z,35.5766667,-117.3483333,2.18,2.95,ml,8,147,0.05327,0.18,ci,ci38461711,2019-07-11T19:09:14.694Z,"21km S of Trona, CA",earthquake,0.82,0.71,,1,reviewed,ci,ci
2019-07-06T10:34:56.680Z,35.9181667,-117.7451667,1.96,2.71,ml,22,43,0.0666,0.21,ci,ci38461695,2019-07-06T10:38:33.677Z,"15km E of Little Lake, CA",earthquake,0.33,0.51,0.163,26,automatic,ci,ci
2019-07-06T10:34:32.760Z,35.8735,-117.7105,1.76,2.53,ml,23,68,0.07843,0.29,ci,ci38461687,2019-07-06T10:45:25.200Z,"19km ESE of Little Lake, CA",earthquake,0.42,0.69,0.201,25,automatic,ci,ci
2019-07-06T10:32:43.530Z,35.7148333,-117.536,3.57,2.72,ml,24,59,0.1124,0.2,ci,ci38461671,2019-07-06T18:03:07.684Z,"13km WSW of Searles Valley, CA",earthquake,0.3,1.03,0.089,22,automatic,ci,ci
2019-07-06T10:31:43.920Z,35.6488342,-117.4544983,2.99,3.53,ml,66,24,0.06251,0.18,ci,ci38461663,2019-07-07T10:33:02.455Z,"14km SSW of Searles Valley, CA",earthquake,0.16,0.37,0.223,20,reviewed,ci,ci
2019-07-06T10:28:43.080Z,35.902668,-117.7288361,4.29,3.03,ml,37,46,0.08588,0.14,ci,ci38461639,2019-07-07T00:48:11.789Z,"16km ESE of Little Lake, CA",earthquake,0.2,0.51,0.263,27,reviewed,ci,ci
2019-07-06T10:27:59.540Z,35.6860008,-117.5531693,8.61,3.21,ml,53,58,0.1239,0.2,ci,ci38461631,2019-07-06T19:43:37.953Z,"13km ENE of Ridgecrest, CA",earthquake,0.19,0.63,0.298,18,reviewed,ci,ci
2019-07-06T10:25:23.970Z,35.8979988,-117.7268295,4.04,3.19,ml,24,43,0.08983,0.17,ci,ci38461607,2019-07-07T00:48:26.373Z,"17km ESE of Little Lake, CA",earthquake,0.28,0.73,0.239,24,reviewed,ci,ci
2019-07-06T10:25:07.030Z,35.8876648,-117.6940002,2.62,3.23,ml,44,60,0.08895,0.2,ci,ci38461599,2019-07-06T19:41:34.839Z,"20km ESE of Little Lake, CA",earthquake,0.23,0.42,0.218,19,reviewed,ci,ci
2019-07-06T10:22:55.870Z,35.8791667,-117.7225,1.91,2.88,ml,22,66,0.07842,0.2,ci,ci38461583,2019-07-09T22:25:50.855Z,"18km ESE of Little Lake, CA",earthquake,0.3,0.49,0.167,26,automatic,ci,ci
2019-07-06T10:19:58.790Z,35.8813333,-117.6918333,2.73,2.73,ml,25,45,0.09109,0.16,ci,ci38461535,2019-07-07T00:49:10.363Z,"20km ESE of Little Lake, CA",earthquake,0.2,0.37,0.144,26,reviewed,ci,ci
2019-07-06T10:19:18.240Z,35.8801667,-117.7168333,5.86,2.89,ml,27,52,0.08142,0.17,ci,ci38461527,2019-07-07T00:49:12.160Z,"18km ESE of Little Lake, CA",earthquake,0.25,0.82,0.239,25,reviewed,ci,ci
2019-07-06T10:16:54.360Z,35.5676667,-117.3933333,4.72,2.47,ml,15,127,0.04867,0.21,ci,ci38461511,2019-07-06T10:20:46.505Z,"22km S of Trona, CA",earthquake,0.49,0.7,0.106,31,automatic,ci,ci
2019-07-06T10:16:07.050Z,35.6500015,-117.4573364,-0.09,2.57,ml,29,73,0.1459,0.17,ci,ci38461503,2019-07-06T10:19:56.499Z,"14km SSW of Searles Valley, CA",earthquake,0.27,0.65,0.295,6,automatic,ci,ci
2019-07-06T10:15:01.290Z,35.618,-117.4396667,3.66,2.83,ml,26,68,0.0364,0.21,ci,ci38461495,2019-07-06T10:18:48.489Z,"17km S of Searles Valley, CA",earthquake,0.36,0.84,0.171,26,automatic,ci,ci
2019-07-06T10:11:00.630Z,35.8983333,-117.7213333,5.5,2.7,ml,21,47,0.09334,0.2,ci,ci38461463,2019-07-06T10:14:51.438Z,"17km ESE of Little Lake, CA",earthquake,0.33,1.26,0.12,26,automatic,ci,ci
2019-07-06T10:10:20.740Z,35.9006667,-117.7275,3.15,2.72,ml,22,44,0.08788,0.2,ci,ci38461455,2019-07-06T20:46:56.776Z,"17km ESE of Little Lake, CA",earthquake,0.3,1.24,0.196,25,automatic,ci,ci
2019-07-06T10:09:18.170Z,35.5704994,-117.5198364,8.9,3.52,ml,58,38,0.04962,0.18,ci,ci38461447,2019-07-06T19:17:34.180Z,"15km ESE of Ridgecrest, CA",earthquake,0.17,0.48,0.301,19,reviewed,ci,ci
2019-07-06T10:08:27.030Z,35.7895012,-117.6169968,8.54,3.02,ml,23,95,0.0306,0.16,ci,ci38461431,2019-07-07T00:49:32.423Z,"19km W of Searles Valley, CA",earthquake,0.32,0.74,0.225,23,reviewed,ci,ci
2019-07-06T10:08:02.580Z,35.8541679,-117.6798325,8.54,3.2,ml,35,36,0.0771,0.26,ci,ci38461423,2019-07-06T19:45:00.796Z,"22km ESE of Little Lake, CA",earthquake,0.33,0.87,0.284,20,reviewed,ci,ci
2019-07-06T10:07:57.630Z,35.8896667,-117.5975,-0.06,2.74,ml,16,68,0.04606,0.33,ci,ci38461415,2019-07-06T10:11:58.794Z,"22km NW of Searles Valley, CA",earthquake,0.69,31.61,0.161,5,automatic,ci,ci
2019-07-06T10:07:28.090Z,35.9303333,-117.7171667,0.53,2.74,ml,22,53,0.08376,0.3,ci,ci38461407,2019-07-06T10:11:24.283Z,"17km E of Little Lake, CA",earthquake,0.39,0.74,0.209,25,automatic,ci,ci
2019-07-06T10:05:32.650Z,35.8983345,-117.7286682,2.67,3.43,ml,32,41,0.08841,0.16,ci,ci38461391,2019-07-06T20:46:17.938Z,"17km ESE of Little Lake, CA",earthquake,0.24,0.39,0.148,17,reviewed,ci,ci
2019-07-06T10:05:20.260Z,35.6723328,-117.5426636,4.1,3.09,ml,34,44,0.1079,0.19,ci,ci38461383,2019-07-07T00:49:51.150Z,"13km ENE of Ridgecrest, CA",earthquake,0.24,0.72,0.319,23,reviewed,ci,ci
2019-07-06T10:04:32.030Z,35.7395,-117.5715,2.26,2.72,ml,25,66,0.07896,0.16,ci,ci38461367,2019-07-07T00:50:06.635Z,"15km WSW of Searles Valley, CA",earthquake,0.24,0.82,0.133,25,reviewed,ci,ci
2019-07-06T10:03:22.400Z,35.651165,-117.4540024,2.67,2.97,ml,36,74,0.06487,0.16,ci,ci38461351,2019-07-07T00:50:27.917Z,"14km SSW of Searles Valley, CA",earthquake,0.21,0.37,0.157,26,reviewed,ci,ci
2019-07-06T10:02:37.250Z,35.7281685,-117.5986633,7.67,3.22,ml,40,55,0.08739,0.21,ci,ci38461335,2019-07-06T19:42:54.139Z,"14km NNE of Ridgecrest, CA",earthquake,0.26,0.77,0.227,18,reviewed,ci,ci
2019-07-06T10:01:10.450Z,35.925,-117.7103333,3.62,2.85,ml,23,46,0.08881,0.13,ci,ci38461319,2019-07-06T18:48:20.763Z,"18km E of Little Lake, CA",earthquake,0.19,0.63,0.159,26,automatic,ci,ci
